,zone,room,bathroom,floor,t_floors,area,area_unit,area_type,furnishing,facing,power_backup,available_from,contact,rent
1391,East Delhi,1.5,2,1,4,850.0,Sq.Ft.,Built-up Area,Unfurnished,West,Available,Immediately,Contact Agent,"₹ 22,000"
1392,South Delhi,2,1,1,3,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 25,000"
1393,South Delhi,1,2,4,,1000.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 20,000"
1394,South Delhi,2.5,2,2,4,1150.0,Sq.Ft.,Built-up Area,Unfurnished,East,Available,Immediately,Contact Agent,"₹ 50,000"
1395,West Delhi,2,2,3,,1000.0,Sq.Ft.,Built-up Area,Furnished,Select View,Available,Immediately,Contact Agent,"₹ 35,000"
1396,South Delhi,4,4,3,27,3300.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,₹ 2 L
1397,East Delhi,2,2,,,1100.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 35,000"
1398,West Delhi,,5,11,35,3030.0,Sq.Ft.,Saleable Area,Furnished,North West,Available,Immediately,Contact Agent,₹ 2.85 L
1399,South Delhi,2,,,,200.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 25,000"
1400,South Delhi,4,4,,,2056.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1.90 L
1401,South Delhi,1,,,,482.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,,Contact Agent,"₹ 13,500"
1402,South Delhi,1.5,,,,702.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,,Contact Agent,"₹ 14,000"
1403,South Delhi,1,1,3,4,450.0,Sq.Ft.,Built-up Area,Unfurnished,South East,Available,Immediately,Contact Us,Price on Request
1404,South Delhi,1.5,,,,645.0,Sq.Ft.,Built-up Area,Unfurnished,North West,Available,Immediately,Contact Agent,"₹ 14,500"
1405,East Delhi,3,1,,,1259.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 18,780"
1406,West Delhi,3,3,1,27,1700.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,"₹ 79,999"
1407,West Delhi,1.5,1,1,4,50.0,Sq.Yd.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 12,000"
1408,East Delhi,2,1,,,810.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,Price on Request
1409,South Delhi,2,,,,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,,Contact Us,"₹ 55,000"
1410,West Delhi,3,2,1,,1150.0,Sq.Ft.,Built-up Area,Semi-Furnished,South,,Immediately,Contact Agent,Price on Request
1411,West Delhi,2,2,2,,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,Select View,,Immediately,Contact Agent,"₹ 27,000"
1412,South Delhi,3,3,,5,200.0,Sq.Yd.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1 L
1413,Central Delhi,2,2,,,1100.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 30,000"
1414,South Delhi,1,1,,,525.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
1415,South Delhi,4,5,,,2500.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1.10 L
1416,South Delhi,1,,,,774.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,200"
1417,South Delhi,2,2,3,,1289.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 26,000"
1418,South Delhi,1,1,,,600.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1419,South Delhi,1,,,,722.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,400"
1420,South Delhi,1 Rk,2,,,260.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1421,South Delhi,1,1,,,533.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1422,South Delhi,3,2,,,200.0,Sq.Yd.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 72,000"
1423,South Delhi,2,2,,,967.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 45,700"
1424,South Delhi,2,1,,,999.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 60,740"
1425,South Delhi,1 Rk,1,,,450.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1426,South Delhi,3,2,Upper Ground,,1000.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 22,000"
1427,,3,2,2,3,1250.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 28,000"
1428,West Delhi,1.5,2,1,4,50.0,Sq.Yd.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 17,000"
1429,South Delhi,2,2,,,579.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 25,000"
1430,West Delhi,3,2,1,4,1200.0,Sq.Ft.,Saleable Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 40,000"
1431,West Delhi,1,,,,544.0,Sq.Ft.,Built-up Area,Furnished,,,,Contact Agent,"₹ 19,600"
1432,North Delhi,2,1,7,,540.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 20,250"
1433,North Delhi,2,1,7,,540.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 20,932"
1434,South Delhi,1,,,,668.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 24,700"
1435,South Delhi,2,1,,,960.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 60,350"
1436,South Delhi,1,,,,427.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 12,000"
1437,South Delhi,2,2,,,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,Price on Request
1438,West Delhi,1,1,2,4,756.0,Sq.Ft.,Saleable Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 11,200"
1439,West Delhi,1,,,,500.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,000"
1440,South Delhi,2,2,,,788.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 32,600"
1441,South Delhi,1,1,,,500.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 22,000"
1442,West Delhi,2,2,flat no-n402,,800.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 46,000"
1443,South Delhi,1,1,,,724.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 26,300"
1444,Dwarka,4,3,5,7,2400.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 68,200"
1445,Dwarka,1,1,3,4,373.0,Sq.Ft.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Agent,Price on Request
1446,West Delhi,2,2,flat no-n402,,800.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 46,000"
1447,South Delhi,1,,,,650.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
1448,South Delhi,1,,,,420.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 12,200"
1449,South Delhi,2,2,,,1365.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 47,800"
1450,South Delhi,4,4,,,2054.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1.90 L
1451,South Delhi,1,1,,,726.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,600"
1452,South Delhi,1,1,2,4,450.0,Sq.Ft.,Built-up Area,Furnished,East,,,Contact Agent,Price on Request
1453,Central Delhi,3,,,,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1454,South Delhi,3,,,,1520.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 55,430"
1455,South Delhi,3,,,,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 55,390"
1456,South Delhi,2,2,,,905.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 29,500"
1457,South Delhi,2,2,1,4,850.0,Sq.Ft.,Built-up Area,Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 25,000"
1458,North Delhi,2,1,7,,540.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 20,568"
1459,,3,2,,,103.0,Sq.Yd.,Built-up Area,Unfurnished,East,,Immediately,Contact Agent,"₹ 45,020"
1460,South Delhi,2,2,,,696.0,Sq.Ft.,Built-up Area,Unfurnished,East,,Immediately,Contact Agent,"₹ 29,000"
1461,South Delhi,3,2,,,1128.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 71,000"
1462,East Delhi,2,2,3,4,850.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,"₹ 18,000"
1463,South Delhi,3,2,1,4,1500.0,Sq.Ft.,Built-up Area,Furnished,South,No Back-up,Immediately,Contact Agent,"₹ 65,000"
1464,South Delhi,2,,1,5,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 18,000"
1465,South Delhi,2,1,1,5,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 24,500"
1466,West Delhi,2,1,1,4,550.0,Sq.Ft.,Saleable Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 16,500"
1467,South Delhi,1,1,,,732.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 25,600"
1468,South Delhi,3,2,,,1400.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,₹ 1.15 L
1469,South Delhi,2,2,,,670.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 26,000"
1470,South Delhi,2,1,,,990.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 60,890"
1471,South Delhi,3,2,8,8,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,No Back-up,Immediately,Contact Agent,"₹ 75,000"
1472,South Delhi,2,1,2,,745.0,Sq.Ft.,Built-up Area,Unfurnished,East,,Immediately,Contact Agent,"₹ 25,000"
1473,South Delhi,2,2,6,,1234.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 26,390"
1474,Dwarka,2,3,,,1350.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 45,000"
1475,South Delhi,1,1,,,268.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,Price on Request
1476,West Delhi,2,2,,,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 35,000"
1477,South Delhi,1 Rk,1,2,4,500.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 13,000"
1478,South Delhi,4,4,1,4,2200.0,Sq.Ft.,Built-up Area,Semi-Furnished,South,No Back-up,Immediately,Contact Agent,"₹ 74,000"
1479,South Delhi,2,2,,,783.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 32,900"
1480,South Delhi,2,2,1,4,1200.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,000"
1481,East Delhi,2,1,,4,1000.0,Sq.Ft.,Built-up Area,Unfurnished,North West,No Back-up,Immediately,Contact Agent,"₹ 18,000"
1482,South Delhi,2,2,,,588.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,Price on Request
1483,South Delhi,2,2,,,577.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,Price on Request
1484,South Delhi,4,4,,,3450.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 40,345"
1485,Dwarka,3,2,,,1600.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 40,467"
1486,,3,3,,,2213.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 50,300"
1487,Dwarka,2,2,,,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,260"
1488,,3,3,,,2213.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 50,570"
1489,Dwarka,3,2,,,1600.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 40,456"
1490,South Delhi,4,4,,,3450.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 40,124"
1491,Dwarka,2,2,,,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,210"
1492,South Delhi,2,2,,,678.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 42,000"
1493,South Delhi,2,2,,,996.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 58,500"
1494,West Delhi,1,,,,522.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 19,000"
1495,East Delhi,1,1,,,455.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,Price on Request
1496,South Delhi,2,2,,,752.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
1497,North Delhi,2,2,1,4,630.0,Sq.Ft.,Plot Area,Unfurnished,,No Back-up,Immediately,Contact Agent,"₹ 13,000"
1498,South Delhi,1,1,,,750.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 26,700"
1499,Dwarka,3,3,2,4,1350.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Owner,"₹ 45,000"
1500,South Delhi,2,2,,,950.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 45,000"
1501,South Delhi,2,1,1,5,950.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 28,000"
1502,Central Delhi,3,,,,1390.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1503,Dwarka,3,2,,,115.0,Sq.Yd.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 25,025"
1504,Dwarka,3,2,3,,1408.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1505,South Delhi,1,1,2,,600.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,000"
1506,South Delhi,2,2,,,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 46,000"
1507,South Delhi,2,2,,,652.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,600"
1508,South Delhi,2,2,,,828.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 45,500"
1509,South Delhi,3,,,,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 55,210"
1510,South Delhi,1,1,FLAT NO-G5 GROUND FLOOR,,450.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 18,000"
1511,South Delhi,2,,,,1154.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,,Contact Agent,"₹ 18,500"
1512,South Delhi,1,1,,,528.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1513,South Delhi,2,2,104,05,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 29,000"
1514,South Delhi,1,1,03,05,600.0,Sq.Ft.,Built-up Area,Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 22,000"
1515,Central Delhi,2,2,,,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,200"
1516,South Delhi,3,3,Ground floor,,345.0,Sq.Yd.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Agent,"₹ 99,000"
1517,South Delhi,3,2,first Floor,,200.0,Sq.Yd.,Built-up Area,Unfurnished,West,No Back-up,Immediately,Contact Agent,"₹ 79,000"
1518,Dwarka,3,2,3,,1408.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
1519,South Delhi,1,,,,110.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 22,000"
1520,South Delhi,1,,,,100.0,Sq.Yd.,Built-up Area,Unfurnished,,,,Contact Agent,"₹ 18,000"
1521,South Delhi,1.5,1,,,100.0,Sq.Yd.,Built-up Area,Furnished,,,,Contact Agent,"₹ 22,000"
1522,South Delhi,1,,,,100.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,000"
1523,South Delhi,1,,,,658.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
1524,South Delhi,1 Rk,1,2,5,400.0,Sq.Ft.,Built-up Area,Furnished,North East,No Back-up,Immediately,Contact Agent,Price on Request
1525,South Delhi,2.5,1,3,5,1200.0,Sq.Ft.,Built-up Area,Furnished,South West,No Back-up,,Contact Agent,Price on Request
1526,South Delhi,2.5,2,2,5,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,,Contact Agent,Price on Request
1527,South Delhi,2,2,,,962.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 45,600"
1528,South Delhi,2,1,,,983.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 63,740"
1529,Dwarka,1 Rk,1,3,3,450.0,Sq.Ft.,Built-up Area,Unfurnished,,No Back-up,Immediately,Contact Owner,Price on Request
1530,South Delhi,1,1,,,425.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 16,000"
1531,East Delhi,3,2,Ground,3,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 25,000"
1532,Central Delhi,3,2,,,850.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,440"
1533,South Delhi,3,3,,,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,Available,Immediately,Contact Agent,"₹ 60,260"
1534,West Delhi,3,3,1,4,100.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 30,000"
1535,West Delhi,3,2,2,4,1600.0,Sq.Ft.,Saleable Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 45,000"
1536,South Delhi,2,2,3,4,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,West,No Back-up,Immediately,Contact Agent,"₹ 58,000"
1537,,2,3,,,866.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,700"
1538,East Delhi,3,3,6,,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 41,753"
1539,South Delhi,1,,,,100.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 15,000"
1540,South Delhi,2,,,,130.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 35,000"
1541,East Delhi,1,,,,408.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,900"
1542,West Delhi,2,2,,,700.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 17,000"
1543,North Delhi,3,2,1,3,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 36,000"
1544,South Delhi,1 Rk,1,3,3,99.0,Sq.Ft.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Owner,Price on Request
1545,West Delhi,1,1,4,4,25.0,Sq.Yd.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 8,500"
1546,West Delhi,1,1,2,,50.0,Sq.Yd.,Built-up Area,Furnished,East,,Immediately,Contact Agent,Price on Request
1547,West Delhi,1,,,,400.0,Sq.Ft.,Saleable Area,Unfurnished,,No Back-up,Immediately,Contact Agent,Price on Request
1548,South Delhi,2,2,3,3,100.0,Sq.Yd.,Built-up Area,Unfurnished,West,No Back-up,,Contact Agent,"₹ 30,000"
1549,East Delhi,3,3,6,,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 41,753"
1550,South Delhi,2,2,3,4,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,West,No Back-up,Immediately,Contact Agent,"₹ 58,000"
1551,South Delhi,3,1,,,255.0,Sq.Yd.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.10 L
1552,South Delhi,3,3,1st,4,1080.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 32,000"
1553,South Delhi,3,3,3rd,,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 35,000"
1554,South Delhi,2,2,1st,4,750.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 22,000"
1555,South Delhi,2,2,1st,4,750.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 24,000"
1556,South Delhi,3,3,1st,4,1080.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 27,000"
1557,West Delhi,1,1,2,,50.0,Sq.Yd.,Built-up Area,Furnished,East,,Immediately,Contact Agent,Price on Request
1558,West Delhi,1,,,,400.0,Sq.Ft.,Saleable Area,Unfurnished,,No Back-up,Immediately,Contact Agent,Price on Request
1559,North Delhi,2,2,,,945.0,Sq.Ft.,Saleable Area,Semi-Furnished,,No Back-up,Immediately,Contact Agent,"₹ 15,600"
1560,West Delhi,1,1,4,4,25.0,Sq.Yd.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 8,500"
1561,Central Delhi,2,2,,,1050.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 28,000"
1562,East Delhi,3,3,6,,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 42,657"
1563,South Delhi,3,3,1st,4,1080.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 32,000"
1564,South Delhi,3,3,3rd,,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 35,000"
1565,South Delhi,2,2,1st,4,750.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 22,000"
1566,South Delhi,2,2,1st,4,750.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 24,000"
1567,South Delhi,3,3,1st,4,1080.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 27,000"
1568,South Delhi,4,5,2,4,3970.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,₹ 4.31 L
1569,South Delhi,3,,,,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 55,220"
1570,West Delhi,1,2,,,633.0,Sq.Ft.,Built-up Area,Unfurnished,,No Back-up,Immediately,Contact Agent,"₹ 13,000"
1571,Dwarka,3,2,1,4,1500.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,"₹ 30,000"
1572,Dwarka,1,1,3,4,850.0,Sq.Ft.,Built-up Area,Unfurnished,North East,No Back-up,Immediately,Contact Agent,"₹ 15,000"
1573,East Delhi,3,2,,,176.0,Sq.Yd.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 32,000"
1574,East Delhi,3,3,,,1623.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 56,300"
1575,East Delhi,3,3,,,1642.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 55,700"
1576,East Delhi,3,2,,,1800.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 55,450"
1577,Dwarka,3,2,1,4,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 45,000"
1578,South Delhi,1,,,,100.0,Sq.Ft.,Built-up Area,Unfurnished,,,,Contact Agent,"₹ 15,000"
1579,South Delhi,1,1,2,5,650.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 15,000"
1580,East Delhi,1,,,,425.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,Price on Request
1581,West Delhi,2.5,2,002,004,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,Available,Immediately,Contact Agent,"₹ 28,000"
1582,West Delhi,3.5,3,001,007,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 48,000"
1583,West Delhi,2.5,2,003,004,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,Available,Immediately,Contact Agent,"₹ 25,150"
1584,West Delhi,3,3,003,004,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,Available,Immediately,Contact Agent,"₹ 40,000"
1585,West Delhi,2.5,2,002,004,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,Available,Immediately,Contact Agent,"₹ 26,000"
1586,West Delhi,2.5,2,004,004,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,Price on Request
1587,West Delhi,2.5,2,004,004,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,Available,Immediately,Contact Agent,"₹ 25,600"
1588,West Delhi,3,3,003,004,1455.0,Sq.Ft.,Built-up Area,Semi-Furnished,North West,Available,Immediately,Contact Agent,"₹ 41,000"
1589,West Delhi,3.5,3,002,004,1400.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 34,000"
1590,West Delhi,2.5,2,002,004,1000.0,Sq.Ft.,Built-up Area,Furnished,North,,Immediately,Contact Agent,"₹ 30,000"
1591,East Delhi,2,2,1,,473.0,Sq.Ft.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Agent,"₹ 10,000"
1592,South Delhi,2,1,1,6,1250.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,Price on Request
